-18.1177, 180.2253, 888.259
-19.6226, 178.6062, 890.469
-21.1909, 176.5179, 893.081
-22.4078, 174.4079, 895.516
-23.2618, 172.4052, 897.694
-24.0248, 169.9582, 900.257
-24.5697, 167.6485, 902.630
-24.96, 165.4643, 904.849
-25.2621, 163.1606, 907.172
-25.4744, 160.7603, 909.582
-25.5882, 158.5589, 911.786
-25.6316, 156.4221, 913.923
-25.6133, 154.2548, 916.091
-25.5329, 151.896, 918.451
-25.5028, 149.7116, 920.636
-25.49, 147.0277, 923.319
-25.4847, 144.8448, 925.502
-25.4816, 142.4601, 927.887
-25.4803, 140.2212, 930.126
-25.4801, 137.9828, 932.364
-25.4807, 135.4522, 934.895
-25.482, 132.9704, 937.377
-25.484, 130.2451, 940.102
-25.4859, 128.0066, 942.341
-25.4882, 125.5732, 944.774
-25.5139, 122.9533, 947.394
-25.5942, 121.0213, 949.328
-25.8849, 118.7799, 951.588
-26.44, 116.3568, 954.074
-27.1612, 114.1654, 956.381
-28.2587, 111.6376, 959.137
-29.5036, 109.3537, 961.738
-30.9539, 107.1347, 964.389
-32.6484, 104.9237, 967.174
-33.8748, 103.4928, 969.059
-35.3437, 101.9156, 971.214
-36.9394, 100.3529, 973.447
-38.6499, 98.8322, 975.736
-40.1882, 97.5859, 977.716
-42.0165, 96.2378, 979.988
-44.0752, 94.8738, 982.457
-46.5134, 93.4447, 985.283
-48.7379, 92.2966, 987.787
-50.9346, 91.2922, 990.202
-53.1239, 90.468, 992.541
-55.3037, 89.5454, 994.908
-57.3527, 88.4595, 997.227
-59.3238, 87.1456, 999.596
-61.1717, 85.687, 1001.950
-63.4454, 83.6153, 1005.026
-66.4231, 80.5096, 1009.329
-67.9835, 78.7506, 1011.680
-69.707, 76.7587, 1014.314
-71.4367, 74.791, 1016.934
-72.9601, 73.5279, 1018.913
-74.8756, 72.4501, 1021.111
-77.3978, 71.3458, 1023.864
